State,Year,Population
New Mexico,2006,1962137
New Mexico,2007,1990070
New Mexico,2008,2010662
New Mexico,2009,2036802
New Mexico,2010,2064552
New Mexico,2011,2080450
New Mexico,2012,2087309
New Mexico,2013,2092273
New Mexico,2014,2089568
Nevada,1980,810215
Nevada,1981,847655
Nevada,1982,881537
Nevada,1983,901977
Nevada,1984,924922
Nevada,1985,951030
Nevada,1986,980613
Nevada,1987,1023376
Nevada,1988,1075022
Nevada,1989,1137382
Nevada,1990,1218629
Nevada,1991,1285046
Nevada,1992,1330694
Nevada,1993,1380197
Nevada,1994,1456388
Nevada,1995,1525777
Nevada,1996,1596476
Nevada,1997,1675581
Nevada,1998,1743772
Nevada,1999,1809253
Nevada,2000,2018741
Nevada,2001,2098399
Nevada,2002,2173791
Nevada,2003,2248850
Nevada,2004,2346222
Nevada,2005,2432143
Nevada,2006,2522658
Nevada,2007,2601072
Nevada,2008,2653630
Nevada,2009,2684665
Nevada,2010,2702405
Nevada,2011,2712730
Nevada,2012,2743996
Nevada,2013,2775970
Nevada,2014,2817628
New York,1980,17566754
New York,1981,17567734
New York,1982,17589738
New York,1983,17686905
New York,1984,17745684
New York,1985,17791672
New York,1986,17833419
New York,1987,17868848
New York,1988,17941309
New York,1989,17983086
New York,1990,18002855
New York,1991,18029532
New York,1992,18082032
New York,1993,18140894
New York,1994,18156652
New York,1995,18150928
New York,1996,18143805
New York,1997,18143184
New York,1998,18159175
New York,1999,18196601
New York,2000,19001780
New York,2001,19082838
New York,2002,19137800
New York,2003,19175939
New York,2004,19171567
New York,2005,19132610
New York,2006,19104631
New York,2007,19132335
New York,2008,19212436
New York,2009,19307066
New York,2010,19399878
New York,2011,19499241
New York,2012,19572932
New York,2013,19624447
New York,2014,19651049
Ohio,1980,10800650
Ohio,1981,10788330
Ohio,1982,10757087
Ohio,1983,10737632
Ohio,1984,10737746
Ohio,1985,10734926
Ohio,1986,10730268
Ohio,1987,10760090
Ohio,1988,10798552
Ohio,1989,10829217
Ohio,1990,10861837
Ohio,1991,10933683
Ohio,1992,11007609
Ohio,1993,11070385
Ohio,1994,11111451
Ohio,1995,11155493
Ohio,1996,11187032
Ohio,1997,11212498
Ohio,1998,11237752
Ohio,1999,11256654
Ohio,2000,11363543
Ohio,2001,11387404
Ohio,2002,11407889
Ohio,2003,11434788
Ohio,2004,11452251
Ohio,2005,11463320
Ohio,2006,11481213
Ohio,2007,11500468
Ohio,2008,11515391
Ohio,2009,11528896
Ohio,2010,11539336
Ohio,2011,11544663
Ohio,2012,11548923
Ohio,2013,11576684
Ohio,2014,11602700
Oklahoma,1980,3040758
Oklahoma,1981,3096164
Oklahoma,1982,3206123
Oklahoma,1983,3290402
Oklahoma,1984,3285533
Oklahoma,1985,3271332
Oklahoma,1986,3252735
Oklahoma,1987,3210122
Oklahoma,1988,3167057
Oklahoma,1989,3150307
Oklahoma,1990,3147105
Oklahoma,1991,3166471
Oklahoma,1992,3204174
Oklahoma,1993,3228829
Oklahoma,1994,3246119
Oklahoma,1995,3265547
Oklahoma,1996,3289634
Oklahoma,1997,3314259
Oklahoma,1998,3339478
Oklahoma,1999,3358044
Oklahoma,2000,3454365
Oklahoma,2001,3467100
Oklahoma,2002,3489080
Oklahoma,2003,3504892
Oklahoma,2004,3525233
Oklahoma,2005,3548597
Oklahoma,2006,3594090
Oklahoma,2007,3634349
Oklahoma,2008,3668976
Oklahoma,2009,3717572
Oklahoma,2010,3759944
Oklahoma,2011,3788379
Oklahoma,2012,3818814
Oklahoma,2013,3853214
Oklahoma,2014,3878187
Oregon,1980,2641218
Oregon,1981,2667982
Oregon,1982,2664922
Oregon,1983,2653066
Oregon,1984,2666588
Oregon,1985,2672652
Oregon,1986,2683528
Oregon,1987,2700991
Oregon,1988,2741297
Oregon,1989,2790575
Oregon,1990,2858547
Oregon,1991,2918745
Oregon,1992,2973934
Oregon,1993,3034490
Oregon,1994,3087142
Oregon,1995,3141421
Oregon,1996,3195087
Oregon,1997,3243254
Oregon,1998,3282055
Oregon,1999,3316154
Oregon,2000,3429708
Oregon,2001,3467937
Oregon,2002,3513424
Oregon,2003,3547376
Oregon,2004,3569463
Oregon,2005,3613202
Oregon,2006,3670883
Oregon,2007,3722417
Oregon,2008,3768748
Oregon,2009,3808600
Oregon,2010,3837491
Oregon,2011,3872036
Oregon,2012,3899001
Oregon,2013,3922468
Oregon,2014,3963244
Pennsylvania,1980,11868305
Pennsylvania,1981,11858567
Pennsylvania,1982,11845146
Pennsylvania,1983,11837723
Pennsylvania,1984,11815172
Pennsylvania,1985,11770862
Pennsylvania,1986,11782752
Pennsylvania,1987,11810866
Pennsylvania,1988,11845752
Pennsylvania,1989,11865996
Pennsylvania,1990,11895604
Pennsylvania,1991,11943160
Pennsylvania,1992,11980819
Pennsylvania,1993,12022128
Pennsylvania,1994,12042545
Pennsylvania,1995,12044780
Pennsylvania,1996,12038008
Pennsylvania,1997,12015888
Pennsylvania,1998,12002329
Pennsylvania,1999,11994016
Pennsylvania,2000,12284173
Pennsylvania,2001,12298970
Pennsylvania,2002,12331031
Pennsylvania,2003,12374658
Pennsylvania,2004,12410722
Pennsylvania,2005,12449990
Pennsylvania,2006,12510809
Pennsylvania,2007,12563937
Pennsylvania,2008,12612285
Pennsylvania,2009,12666858
Pennsylvania,2010,12711160
Pennsylvania,2011,12745815
Pennsylvania,2012,12767118
Pennsylvania,2013,12776309
Pennsylvania,2014,12788313
Rhode Island,1980,948773
Rhode Island,1981,953013
Rhode Island,1982,954170
Rhode Island,1983,956382
Rhode Island,1984,961894
Rhode Island,1985,968955
Rhode Island,1986,977341
Rhode Island,1987,989604
Rhode Island,1988,996408
Rhode Island,1989,1000666
Rhode Island,1990,1004649
Rhode Island,1991,1003990
Rhode Island,1992,1000571
Rhode Island,1993,997852
Rhode Island,1994,993412
Rhode Island,1995,989203
Rhode Island,1996,987858
Rhode Island,1997,986966
Rhode Island,1998,987704
Rhode Island,1999,990819
Rhode Island,2000,1050268
Rhode Island,2001,1057142
Rhode Island,2002,1065995
Rhode Island,2003,1071342
Rhode Island,2004,1074579
Rhode Island,2005,1067916
Rhode Island,2006,1063096
Rhode Island,2007,1057315
Rhode Island,2008,1055003
Rhode Island,2009,1053646
Rhode Island,2010,1053959
Rhode Island,2011,1053649
Rhode Island,2012,1054621
Rhode Island,2013,1055081
Rhode Island,2014,1055936
South Carolina,1980,3134502
South Carolina,1981,3179255
South Carolina,1982,3207614
South Carolina,1983,3234066
South Carolina,1984,3271868
South Carolina,1985,3303209
South Carolina,1986,3342758
South Carolina,1987,3380506
South Carolina,1988,3412096
South Carolina,1989,3456775
South Carolina,1990,3499064
South Carolina,1991,3559470
South Carolina,1992,3600576
South Carolina,1993,3634507
South Carolina,1994,3666456
South Carolina,1995,3699943
South Carolina,1996,3738974
South Carolina,1997,3790066
South Carolina,1998,3839578
South Carolina,1999,3885736
South Carolina,2000,4024223
South Carolina,2001,4064995
South Carolina,2002,4107795
South Carolina,2003,4150297
South Carolina,2004,4210921
South Carolina,2005,4270150
South Carolina,2006,4357847
South Carolina,2007,4444110
South Carolina,2008,4528996
South Carolina,2009,4589872
South Carolina,2010,4635649
South Carolina,2011,4671994
South Carolina,2012,4717354
South Carolina,2013,4764080
South Carolina,2014,4823617
South Dakota,1980,690851
South Dakota,1981,689584
South Dakota,1982,690597
South Dakota,1983,693008
South Dakota,1984,697249
South Dakota,1985,698402
South Dakota,1986,696034
South Dakota,1987,696036
South Dakota,1988,698165
South Dakota,1989,696701
South Dakota,1990,696667
South Dakota,1991,701445
South Dakota,1992,708698
South Dakota,1993,716258
South Dakota,1994,723038
South Dakota,1995,728251
South Dakota,1996,730699
South Dakota,1997,730855
South Dakota,1998,730789
South Dakota,1999,733133
South Dakota,2000,755844
South Dakota,2001,757972
South Dakota,2002,760020
South Dakota,2003,763729
South Dakota,2004,770396
South Dakota,2005,775493
South Dakota,2006,783033
South Dakota,2007,791623
South Dakota,2008,799124
South Dakota,2009,807067
South Dakota,2010,816166
South Dakota,2011,823579
South Dakota,2012,833566
South Dakota,2013,842316
South Dakota,2014,849129
Tennessee,1980,4600252
Tennessee,1981,4627658
Tennessee,1982,4646041
Tennessee,1983,4659749
Tennessee,1984,4686737
Tennessee,1985,4715296
Tennessee,1986,4738708
Tennessee,1987,4782927
Tennessee,1988,4822437
Tennessee,1989,4854444
Tennessee,1990,4890626
Tennessee,1991,4946886
Tennessee,1992,5013999
Tennessee,1993,5085666
Tennessee,1994,5163016
Tennessee,1995,5241168
Tennessee,1996,5313576
Tennessee,1997,5378433
Tennessee,1998,5432679
Tennessee,1999,5483535
Tennessee,2000,5703719
Tennessee,2001,5750789
Tennessee,2002,5795918
Tennessee,2003,5847812
Tennessee,2004,5910809
Tennessee,2005,5991057
Tennessee,2006,6088766
Tennessee,2007,6175727
Tennessee,2008,6247411
Tennessee,2009,6306019
Tennessee,2010,6355311
Tennessee,2011,6399291
Tennessee,2012,6453898
Tennessee,2013,6494340
Tennessee,2014,6541223
Texas,1980,14338208
Texas,1981,14746318
Texas,1982,15331415
Texas,1983,15751676
Texas,1984,16007086
Texas,1985,16272734
Texas,1986,16561113
Texas,1987,16621791
Texas,1988,16667022
Texas,1989,16806735
Texas,1990,17044714
Texas,1991,17339904
Texas,1992,17650479
Texas,1993,17996764
Texas,1994,18338319
Texas,1995,18679706
Texas,1996,19006240
Texas,1997,19355427
Texas,1998,19712389
Texas,1999,20044141
Texas,2000,20944499
Texas,2001,21319622
Texas,2002,21690325
Texas,2003,22030931
Texas,2004,22394023
Texas,2005,22778123
Texas,2006,23359580
Texas,2007,23831983
Texas,2008,24309039
Texas,2009,24801761
Texas,2010,25241971
Texas,2011,25645629
Texas,2012,26084481
Texas,2013,26480266
Texas,2014,26964333
Utah,1980,1472595
Utah,1981,1515471
Utah,1982,1558314
Utah,1983,1594943
Utah,1984,1622342
Utah,1985,1642910
Utah,1986,1662834
Utah,1987,1678119
Utah,1988,1689372
Utah,1989,1705864
Utah,1990,1729722
Utah,1991,1771941
Utah,1992,1821498
Utah,1993,1875993
Utah,1994,1930436
Utah,1995,1976774
Utah,1996,2022253
Utah,1997,2065397
Utah,1998,2100562
Utah,1999,2129836
Utah,2000,2244502
Utah,2001,2283715
Utah,2002,2324815
Utah,2003,2360137
Utah,2004,2401580
Utah,2005,2457719
Utah,2006,2525507
Utah,2007,2597746
Utah,2008,2663029
Utah,2009,2723421
Utah,2010,2775332
Utah,2011,2814384
Utah,2012,2853375
Utah,2013,2897640
Utah,2014,2936879
Virginia,1980,5368334
Virginia,1981,5444097
Virginia,1982,5492783
Virginia,1983,5564657
Virginia,1984,5643870
Virginia,1985,5715153
Virginia,1986,5811700
Virginia,1987,5932268
Virginia,1988,6036909
Virginia,1989,6120246
Virginia,1990,6213526
Virginia,1991,6283853
Virginia,1992,6383315
Virginia,1993,6464795
Virginia,1994,6536771
Virginia,1995,6601392
Virginia,1996,6665491
Virginia,1997,6732878
Virginia,1998,6789225
Virginia,1999,6872912
Virginia,2000,7105817
Virginia,2001,7198362
Virginia,2002,7286873
Virginia,2003,7366977
Virginia,2004,7475575
Virginia,2005,7577105
Virginia,2006,7673725
Virginia,2007,7751000
Virginia,2008,7833496
Virginia,2009,7925937
Virginia,2010,8023699
Virginia,2011,8101155
Virginia,2012,8185080
Virginia,2013,8252427
Virginia,2014,8310993
Vermont,1980,512524
Vermont,1981,515594
Vermont,1982,519109
Vermont,1983,523302
Vermont,1984,526660
Vermont,1985,530035
Vermont,1986,534066
Vermont,1987,540267
Vermont,1988,549763
Vermont,1989,557707
Vermont,1990,564526
Vermont,1991,567141
Vermont,1992,570115
Vermont,1993,574004
Vermont,1994,578900
Vermont,1995,582827
Vermont,1996,586352
Vermont,1997,588665
Vermont,1998,590579
Vermont,1999,593740
Vermont,2000,609618
Vermont,2001,612223
Vermont,2002,615442
Vermont,2003,617858
Vermont,2004,619920
Vermont,2005,621215
Vermont,2006,622892
Vermont,2007,623481
Vermont,2008,624151
Vermont,2009,624817
Vermont,2010,625879
Vermont,2011,627049
Vermont,2012,626090
Vermont,2013,626210
Vermont,2014,625214
Washington,1980,4154678
Washington,1981,4235731
Washington,1982,4276552
Washington,1983,4300266
Washington,1984,4343656
Washington,1985,4400098
Washington,1986,4452720
Washington,1987,4531901
Washington,1988,4639893
Washington,1989,4746316
Washington,1990,4900780
Washington,1991,5013443
Washington,1992,5139011
Washington,1993,5247704
Washington,1994,5334896
Washington,1995,5431024
Washington,1996,5509963
Washington,1997,5604105
Washington,1998,5687832
Washington,1999,5756361
Washington,2000,5910512
Washington,2001,5985722
Washington,2002,6052349
Washington,2003,6104115
Washington,2004,6178645
Washington,2005,6257305
Washington,2006,6370753
Washington,2007,6461587
Washington,2008,6562231
Washington,2009,6667426
Washington,2010,6742830
Washington,2011,6826627
Washington,2012,6897058
Washington,2013,6963985
Washington,2014,7054655
Wisconsin,1980,4712045
Wisconsin,1981,4726343
Wisconsin,1982,4728870
Wisconsin,1983,4721438
Wisconsin,1984,4735563
Wisconsin,1985,4747767
Wisconsin,1986,4755618
Wisconsin,1987,4777919
Wisconsin,1988,4822388
Wisconsin,1989,4856574
Wisconsin,1990,4902265
Wisconsin,1991,4952675
Wisconsin,1992,5004636
Wisconsin,1993,5055318
Wisconsin,1994,5095504
Wisconsin,1995,5137004
Wisconsin,1996,5173828
Wisconsin,1997,5200235
Wisconsin,1998,5222124
Wisconsin,1999,5250446
Wisconsin,2000,5373999
Wisconsin,2001,5406835
Wisconsin,2002,5445162
Wisconsin,2003,5479203
Wisconsin,2004,5514026
Wisconsin,2005,5546166
Wisconsin,2006,5577655
Wisconsin,2007,5610775
Wisconsin,2008,5640996
Wisconsin,2009,5669264
Wisconsin,2010,5690475
Wisconsin,2011,5705288
Wisconsin,2012,5719960
Wisconsin,2013,5736754
Wisconsin,2014,5751525
West Virginia,1980,1951349
West Virginia,1981,1954124
West Virginia,1982,1949604
West Virginia,1983,1945061
West Virginia,1984,1927697
West Virginia,1985,1906831
West Virginia,1986,1882350
West Virginia,1987,1857585
West Virginia,1988,1830215
West Virginia,1989,1806568
West Virginia,1990,1792481
West Virginia,1991,1798212
West Virginia,1992,1805462
West Virginia,1993,1816179
West Virginia,1994,1818490
West Virginia,1995,1820560
West Virginia,1996,1818983
West Virginia,1997,1815588
West Virginia,1998,1811688
West Virginia,1999,1806928
West Virginia,2000,1807021
West Virginia,2001,1801481
West Virginia,2002,1805414
West Virginia,2003,1812295
West Virginia,2004,1816438
West Virginia,2005,1820492
West Virginia,2006,1827912
West Virginia,2007,1834052
West Virginia,2008,1840310
West Virginia,2009,1847775
West Virginia,2010,1854239
West Virginia,2011,1856301
West Virginia,2012,1856872
West Virginia,2013,1853914
West Virginia,2014,1849489
Wyoming,1980,474185
Wyoming,1981,491712
Wyoming,1982,506400
Wyoming,1983,510345
Wyoming,1984,504896
Wyoming,1985,499695
Wyoming,1986,495633
Wyoming,1987,476965
Wyoming,1988,465101
Wyoming,1989,458374
Wyoming,1990,453401
Wyoming,1991,457739
Wyoming,1992,463491
Wyoming,1993,469033
Wyoming,1994,474982
Wyoming,1995,478447
Wyoming,1996,480085
Wyoming,1997,480031
Wyoming,1998,480045
Wyoming,1999,479602
Wyoming,2000,494300
Wyoming,2001,494657
Wyoming,2002,500017
Wyoming,2003,503453
Wyoming,2004,509106
Wyoming,2005,514157
Wyoming,2006,522667
Wyoming,2007,534876
Wyoming,2008,546043
Wyoming,2009,559851
Wyoming,2010,564487
Wyoming,2011,567299
Wyoming,2012,576305
Wyoming,2013,582122
Wyoming,2014,582531
