State,Year,Perpetrator Sex,Weapon,Crime Solved,Solved Total
Florida,2000,Unknown,Rifle,No,4
Florida,2000,Unknown,Shotgun,No,1
Florida,2000,Unknown,Unknown,No,36
Florida,2000,Unknown,Unknown,Yes,2
Florida,2001,Female,Blunt Object,Yes,16
Florida,2001,Female,Drugs,Yes,1
Florida,2001,Female,Fire,Yes,2
Florida,2001,Female,Firearm,Yes,5
Florida,2001,Female,Handgun,Yes,12
Florida,2001,Female,Knife,Yes,14
Florida,2001,Female,Poison,Yes,2
Florida,2001,Female,Rifle,Yes,1
Florida,2001,Female,Shotgun,Yes,1
Florida,2001,Female,Unknown,Yes,11
Florida,2001,Male,Blunt Object,Yes,112
Florida,2001,Male,Drugs,Yes,4
Florida,2001,Male,Explosives,Yes,1
Florida,2001,Male,Firearm,Yes,84
Florida,2001,Male,Handgun,Yes,259
Florida,2001,Male,Knife,Yes,78
Florida,2001,Male,Rifle,Yes,11
Florida,2001,Male,Shotgun,Yes,18
Florida,2001,Male,Unknown,Yes,55
Florida,2001,Unknown,Blunt Object,No,26
Florida,2001,Unknown,Fire,No,2
Florida,2001,Unknown,Firearm,No,46
Florida,2001,Unknown,Firearm,Yes,1
Florida,2001,Unknown,Handgun,No,93
Florida,2001,Unknown,Handgun,Yes,1
Florida,2001,Unknown,Knife,No,21
Florida,2001,Unknown,Poison,No,1
Florida,2001,Unknown,Rifle,No,3
Florida,2001,Unknown,Rifle,Yes,1
Florida,2001,Unknown,Shotgun,No,2
Florida,2001,Unknown,Unknown,No,43
Florida,2002,Female,Blunt Object,Yes,9
Florida,2002,Female,Drugs,Yes,1
Florida,2002,Female,Fire,Yes,2
Florida,2002,Female,Firearm,Yes,4
Florida,2002,Female,Handgun,Yes,19
Florida,2002,Female,Knife,Yes,13
Florida,2002,Female,Poison,Yes,1
Florida,2002,Female,Shotgun,Yes,1
Florida,2002,Female,Unknown,Yes,7
Florida,2002,Male,Blunt Object,Yes,104
Florida,2002,Male,Drugs,Yes,5
Florida,2002,Male,Fire,Yes,1
Florida,2002,Male,Firearm,Yes,89
Florida,2002,Male,Handgun,Yes,284
Florida,2002,Male,Knife,Yes,85
Florida,2002,Male,Poison,Yes,1
Florida,2002,Male,Rifle,Yes,13
Florida,2002,Male,Shotgun,Yes,11
Florida,2002,Male,Unknown,Yes,55
Florida,2002,Unknown,Blunt Object,No,22
Florida,2002,Unknown,Fire,No,4
Florida,2002,Unknown,Fire,Yes,1
Florida,2002,Unknown,Firearm,No,37
Florida,2002,Unknown,Firearm,Yes,3
Florida,2002,Unknown,Handgun,No,115
Florida,2002,Unknown,Handgun,Yes,7
Florida,2002,Unknown,Knife,No,17
Florida,2002,Unknown,Rifle,No,6
Florida,2002,Unknown,Rifle,Yes,2
Florida,2002,Unknown,Shotgun,No,3
Florida,2002,Unknown,Unknown,No,38
Florida,2003,Female,Blunt Object,Yes,9
Florida,2003,Female,Drugs,Yes,1
Florida,2003,Female,Fire,Yes,3
Florida,2003,Female,Firearm,Yes,6
Florida,2003,Female,Handgun,Yes,20
Florida,2003,Female,Knife,Yes,13
Florida,2003,Female,Poison,Yes,1
Florida,2003,Female,Shotgun,Yes,2
Florida,2003,Female,Unknown,Yes,6
Florida,2003,Male,Blunt Object,Yes,101
Florida,2003,Male,Fire,Yes,4
Florida,2003,Male,Firearm,Yes,95
Florida,2003,Male,Handgun,Yes,282
Florida,2003,Male,Knife,Yes,89
Florida,2003,Male,Rifle,Yes,16
Florida,2003,Male,Shotgun,Yes,10
Florida,2003,Male,Unknown,Yes,59
Florida,2003,Unknown,Blunt Object,No,13
Florida,2003,Unknown,Drugs,No,2
Florida,2003,Unknown,Fire,No,2
Florida,2003,Unknown,Firearm,No,56
Florida,2003,Unknown,Firearm,Yes,1
Florida,2003,Unknown,Handgun,No,111
Florida,2003,Unknown,Handgun,Yes,3
Florida,2003,Unknown,Knife,No,22
Florida,2003,Unknown,Rifle,No,11
Florida,2003,Unknown,Rifle,Yes,1
Florida,2003,Unknown,Shotgun,No,3
Florida,2003,Unknown,Unknown,No,33
Florida,2003,Unknown,Unknown,Yes,1
Florida,2004,Female,Blunt Object,Yes,13
Florida,2004,Female,Fire,Yes,5
Florida,2004,Female,Firearm,Yes,9
Florida,2004,Female,Handgun,Yes,13
Florida,2004,Female,Knife,Yes,16
Florida,2004,Female,Rifle,Yes,2
Florida,2004,Female,Unknown,Yes,12
Florida,2004,Male,Blunt Object,Yes,119
Florida,2004,Male,Drugs,Yes,2
Florida,2004,Male,Fire,Yes,2
Florida,2004,Male,Firearm,Yes,101
Florida,2004,Male,Handgun,Yes,248
Florida,2004,Male,Knife,Yes,97
Florida,2004,Male,Poison,Yes,1
Florida,2004,Male,Rifle,Yes,19
Florida,2004,Male,Shotgun,Yes,16
Florida,2004,Male,Unknown,Yes,51
Florida,2004,Unknown,Blunt Object,No,24
Florida,2004,Unknown,Firearm,No,69
Florida,2004,Unknown,Firearm,Yes,3
Florida,2004,Unknown,Handgun,No,100
Florida,2004,Unknown,Handgun,Yes,3
Florida,2004,Unknown,Knife,No,19
Florida,2004,Unknown,Rifle,No,12
Florida,2004,Unknown,Shotgun,No,2
Florida,2004,Unknown,Unknown,No,51
Florida,2004,Unknown,Unknown,Yes,2
Florida,2005,Female,Blunt Object,Yes,9
Florida,2005,Female,Drugs,Yes,1
Florida,2005,Female,Fire,Yes,1
Florida,2005,Female,Firearm,Yes,1
Florida,2005,Female,Handgun,Yes,13
Florida,2005,Female,Knife,Yes,17
Florida,2005,Female,Unknown,Yes,11
Florida,2005,Male,Blunt Object,Yes,92
Florida,2005,Male,Drugs,Yes,3
Florida,2005,Male,Fire,Yes,8
Florida,2005,Male,Firearm,Yes,99
Florida,2005,Male,Handgun,Yes,247
Florida,2005,Male,Knife,Yes,92
Florida,2005,Male,Rifle,Yes,17
Florida,2005,Male,Shotgun,Yes,21
Florida,2005,Male,Unknown,Yes,65
Florida,2005,Unknown,Blunt Object,No,20
Florida,2005,Unknown,Explosives,No,1
Florida,2005,Unknown,Firearm,No,66
Florida,2005,Unknown,Firearm,Yes,1
Florida,2005,Unknown,Handgun,No,95
Florida,2005,Unknown,Handgun,Yes,2
Florida,2005,Unknown,Knife,No,22
Florida,2005,Unknown,Rifle,No,7
Florida,2005,Unknown,Shotgun,No,3
Florida,2005,Unknown,Unknown,No,46
Florida,2006,Female,Blunt Object,Yes,7
Florida,2006,Female,Drugs,Yes,4
Florida,2006,Female,Fire,Yes,2
Florida,2006,Female,Firearm,Yes,6
Florida,2006,Female,Handgun,Yes,15
Florida,2006,Female,Knife,Yes,18
Florida,2006,Female,Rifle,Yes,1
Florida,2006,Female,Unknown,Yes,16
Florida,2006,Male,Blunt Object,Yes,102
Florida,2006,Male,Drugs,Yes,4
Florida,2006,Male,Fire,Yes,4
Florida,2006,Male,Firearm,Yes,117
Florida,2006,Male,Handgun,Yes,332
Florida,2006,Male,Knife,Yes,127
Florida,2006,Male,Poison,Yes,1
Florida,2006,Male,Rifle,Yes,23
Florida,2006,Male,Shotgun,Yes,24
Florida,2006,Male,Unknown,Yes,56
Florida,2006,Unknown,Blunt Object,No,17
Florida,2006,Unknown,Drugs,No,1
Florida,2006,Unknown,Fire,No,2
Florida,2006,Unknown,Fire,Yes,1
Florida,2006,Unknown,Firearm,No,108
Florida,2006,Unknown,Firearm,Yes,4
Florida,2006,Unknown,Handgun,No,122
Florida,2006,Unknown,Handgun,Yes,2
Florida,2006,Unknown,Knife,No,23
Florida,2006,Unknown,Rifle,No,19
Florida,2006,Unknown,Shotgun,No,6
Florida,2006,Unknown,Unknown,No,46
Florida,2007,Female,Blunt Object,Yes,11
Florida,2007,Female,Drugs,Yes,1
Florida,2007,Female,Firearm,Yes,3
Florida,2007,Female,Handgun,Yes,14
Florida,2007,Female,Knife,Yes,18
Florida,2007,Female,Shotgun,Yes,2
Florida,2007,Female,Unknown,Yes,13
Florida,2007,Male,Blunt Object,Yes,108
Florida,2007,Male,Drugs,Yes,1
Florida,2007,Male,Fire,Yes,8
Florida,2007,Male,Firearm,Yes,162
Florida,2007,Male,Handgun,Yes,368
Florida,2007,Male,Knife,Yes,92
Florida,2007,Male,Rifle,Yes,28
Florida,2007,Male,Shotgun,Yes,23
Florida,2007,Male,Unknown,Yes,57
Florida,2007,Unknown,Blunt Object,No,28
Florida,2007,Unknown,Drugs,No,1
Florida,2007,Unknown,Explosives,No,1
Florida,2007,Unknown,Fire,Yes,4
Florida,2007,Unknown,Fire,No,1
Florida,2007,Unknown,Firearm,No,104
Florida,2007,Unknown,Firearm,Yes,1
Florida,2007,Unknown,Handgun,No,180
Florida,2007,Unknown,Handgun,Yes,11
Florida,2007,Unknown,Knife,No,23
Florida,2007,Unknown,Rifle,No,29
Florida,2007,Unknown,Rifle,Yes,1
Florida,2007,Unknown,Shotgun,No,3
Florida,2007,Unknown,Unknown,No,50
Florida,2007,Unknown,Unknown,Yes,3
Florida,2008,Female,Blunt Object,Yes,11
Florida,2008,Female,Drugs,Yes,1
Florida,2008,Female,Fire,Yes,3
Florida,2008,Female,Firearm,Yes,6
Florida,2008,Female,Handgun,Yes,17
Florida,2008,Female,Knife,Yes,24
Florida,2008,Female,Rifle,Yes,2
Florida,2008,Female,Unknown,Yes,5
Florida,2008,Male,Blunt Object,Yes,122
Florida,2008,Male,Drugs,Yes,1
Florida,2008,Male,Explosives,Yes,1
Florida,2008,Male,Fire,Yes,2
Florida,2008,Male,Firearm,Yes,175
Florida,2008,Male,Handgun,Yes,333
Florida,2008,Male,Knife,Yes,118
Florida,2008,Male,Rifle,Yes,34
Florida,2008,Male,Shotgun,Yes,22
Florida,2008,Male,Unknown,Yes,41
Florida,2008,Unknown,Blunt Object,No,26
Florida,2008,Unknown,Fire,No,1
Florida,2008,Unknown,Firearm,No,93
Florida,2008,Unknown,Firearm,Yes,4
Florida,2008,Unknown,Handgun,No,166
Florida,2008,Unknown,Handgun,Yes,4
Florida,2008,Unknown,Knife,No,25
Florida,2008,Unknown,Knife,Yes,1
Florida,2008,Unknown,Rifle,No,19
Florida,2008,Unknown,Shotgun,No,6
Florida,2008,Unknown,Unknown,No,33
Florida,2009,Female,Blunt Object,Yes,9
Florida,2009,Female,Drugs,Yes,4
Florida,2009,Female,Firearm,Yes,1
Florida,2009,Female,Handgun,Yes,23
Florida,2009,Female,Knife,Yes,14
Florida,2009,Female,Rifle,Yes,1
Florida,2009,Female,Shotgun,Yes,4
Florida,2009,Female,Unknown,Yes,20
Florida,2009,Male,Blunt Object,Yes,100
Florida,2009,Male,Drugs,Yes,1
Florida,2009,Male,Fire,Yes,1
Florida,2009,Male,Firearm,Yes,156
Florida,2009,Male,Handgun,Yes,342
Florida,2009,Male,Knife,Yes,107
Florida,2009,Male,Rifle,Yes,24
Florida,2009,Male,Shotgun,Yes,25
Florida,2009,Male,Unknown,Yes,36
Florida,2009,Unknown,Blunt Object,No,20
Florida,2009,Unknown,Fire,No,2
Florida,2009,Unknown,Firearm,No,84
Florida,2009,Unknown,Firearm,Yes,1
Florida,2009,Unknown,Handgun,No,126
Florida,2009,Unknown,Handgun,Yes,3
Florida,2009,Unknown,Knife,No,22
Florida,2009,Unknown,Rifle,No,14
Florida,2009,Unknown,Rifle,Yes,1
Florida,2009,Unknown,Shotgun,No,2
Florida,2009,Unknown,Unknown,No,19
Florida,2010,Female,Blunt Object,Yes,17
Florida,2010,Female,Drugs,Yes,1
Florida,2010,Female,Fire,Yes,1
Florida,2010,Female,Firearm,Yes,3
Florida,2010,Female,Handgun,Yes,28
Florida,2010,Female,Knife,Yes,20
Florida,2010,Female,Rifle,Yes,2
Florida,2010,Female,Shotgun,Yes,2
Florida,2010,Female,Unknown,Yes,18
Florida,2010,Male,Blunt Object,Yes,108
Florida,2010,Male,Drugs,Yes,2
Florida,2010,Male,Fire,Yes,4
Florida,2010,Male,Firearm,Yes,153
Florida,2010,Male,Handgun,Yes,305
Florida,2010,Male,Knife,Yes,104
Florida,2010,Male,Poison,Yes,1
Florida,2010,Male,Rifle,Yes,23
Florida,2010,Male,Shotgun,Yes,23
Florida,2010,Male,Unknown,Yes,38
Florida,2010,Unknown,Blunt Object,No,14
Florida,2010,Unknown,Firearm,No,93
Florida,2010,Unknown,Firearm,Yes,4
Florida,2010,Unknown,Handgun,No,119
Florida,2010,Unknown,Handgun,Yes,5
Florida,2010,Unknown,Knife,No,7
Florida,2010,Unknown,Rifle,No,11
Florida,2010,Unknown,Shotgun,No,3
Florida,2010,Unknown,Unknown,No,21
Florida,2011,Female,Blunt Object,Yes,9
Florida,2011,Female,Drugs,Yes,1
Florida,2011,Female,Firearm,Yes,9
Florida,2011,Female,Handgun,Yes,16
Florida,2011,Female,Knife,Yes,20
Florida,2011,Female,Shotgun,Yes,2
Florida,2011,Female,Unknown,Yes,7
Florida,2011,Male,Blunt Object,Yes,87
Florida,2011,Male,Drugs,Yes,1
Florida,2011,Male,Fire,Yes,3
Florida,2011,Male,Firearm,Yes,156
Florida,2011,Male,Handgun,Yes,354
Florida,2011,Male,Knife,Yes,90
Florida,2011,Male,Rifle,Yes,23
Florida,2011,Male,Shotgun,Yes,22
Florida,2011,Male,Unknown,Yes,40
Florida,2011,Unknown,Blunt Object,No,17
Florida,2011,Unknown,Blunt Object,Yes,1
Florida,2011,Unknown,Drugs,No,1
Florida,2011,Unknown,Firearm,No,109
Florida,2011,Unknown,Firearm,Yes,5
Florida,2011,Unknown,Handgun,No,97
Florida,2011,Unknown,Handgun,Yes,3
Florida,2011,Unknown,Knife,No,21
Florida,2011,Unknown,Rifle,No,8
Florida,2011,Unknown,Shotgun,No,5
Florida,2011,Unknown,Unknown,No,29
Florida,2012,Female,Blunt Object,Yes,18
Florida,2012,Female,Drugs,Yes,2
Florida,2012,Female,Fire,Yes,2
Florida,2012,Female,Firearm,Yes,10
Florida,2012,Female,Handgun,Yes,24
Florida,2012,Female,Knife,Yes,14
Florida,2012,Female,Rifle,Yes,1
Florida,2012,Female,Unknown,Yes,12
Florida,2012,Male,Blunt Object,Yes,90
Florida,2012,Male,Drugs,Yes,1
Florida,2012,Male,Fire,Yes,1
Florida,2012,Male,Firearm,Yes,225
Florida,2012,Male,Handgun,Yes,287
Florida,2012,Male,Knife,Yes,98
Florida,2012,Male,Rifle,Yes,24
Florida,2012,Male,Shotgun,Yes,17
Florida,2012,Male,Unknown,Yes,40
Florida,2012,Unknown,Blunt Object,No,17
Florida,2012,Unknown,Fire,No,1
Florida,2012,Unknown,Firearm,No,125
Florida,2012,Unknown,Firearm,Yes,4
Florida,2012,Unknown,Handgun,No,105
Florida,2012,Unknown,Handgun,Yes,7
Florida,2012,Unknown,Knife,No,12
Florida,2012,Unknown,Rifle,No,13
Florida,2012,Unknown,Shotgun,No,2
Florida,2012,Unknown,Unknown,No,18
Florida,2013,Female,Blunt Object,Yes,14
Florida,2013,Female,Drugs,Yes,4
Florida,2013,Female,Firearm,Yes,11
Florida,2013,Female,Handgun,Yes,15
Florida,2013,Female,Knife,Yes,16
Florida,2013,Female,Unknown,Yes,16
Florida,2013,Male,Blunt Object,Yes,77
Florida,2013,Male,Drugs,Yes,4
Florida,2013,Male,Fire,Yes,4
Florida,2013,Male,Firearm,Yes,233
Florida,2013,Male,Handgun,Yes,235
Florida,2013,Male,Knife,Yes,88
Florida,2013,Male,Rifle,Yes,16
Florida,2013,Male,Shotgun,Yes,11
Florida,2013,Male,Unknown,Yes,38
Florida,2013,Unknown,Blunt Object,No,14
Florida,2013,Unknown,Blunt Object,Yes,1
Florida,2013,Unknown,Fire,No,1
Florida,2013,Unknown,Fire,Yes,1
Florida,2013,Unknown,Firearm,No,141
Florida,2013,Unknown,Firearm,Yes,11
Florida,2013,Unknown,Handgun,No,119
Florida,2013,Unknown,Handgun,Yes,4
Florida,2013,Unknown,Knife,No,17
Florida,2013,Unknown,Rifle,No,14
Florida,2013,Unknown,Rifle,Yes,1
Florida,2013,Unknown,Shotgun,No,3
Florida,2013,Unknown,Unknown,No,20
Florida,2014,Female,Blunt Object,Yes,14
Florida,2014,Female,Drugs,Yes,1
Florida,2014,Female,Firearm,Yes,12
Florida,2014,Female,Handgun,Yes,14
Florida,2014,Female,Knife,Yes,9
Florida,2014,Female,Rifle,Yes,5
Florida,2014,Female,Unknown,Yes,11
Florida,2014,Male,Blunt Object,Yes,102
Florida,2014,Male,Drugs,Yes,1
Florida,2014,Male,Fire,Yes,5
Florida,2014,Male,Firearm,Yes,227
Florida,2014,Male,Handgun,Yes,261
Florida,2014,Male,Knife,Yes,91
Florida,2014,Male,Rifle,Yes,19
Florida,2014,Male,Shotgun,Yes,18
Florida,2014,Male,Unknown,Yes,47
Florida,2014,Unknown,Blunt Object,No,17
Florida,2014,Unknown,Blunt Object,Yes,1
Florida,2014,Unknown,Explosives,No,1
Florida,2014,Unknown,Fire,No,1
Florida,2014,Unknown,Firearm,No,156
Florida,2014,Unknown,Firearm,Yes,6
Florida,2014,Unknown,Handgun,No,82
Florida,2014,Unknown,Handgun,Yes,6
Florida,2014,Unknown,Knife,No,14
Florida,2014,Unknown,Knife,Yes,1
Florida,2014,Unknown,Rifle,No,6
Florida,2014,Unknown,Rifle,Yes,4
Florida,2014,Unknown,Shotgun,No,3
Florida,2014,Unknown,Unknown,No,20
Florida,2014,Unknown,Unknown,Yes,1
Georgia,1980,Female,Blunt Object,Yes,4
Georgia,1980,Female,Fire,Yes,1
Georgia,1980,Female,Handgun,Yes,46
Georgia,1980,Female,Knife,Yes,16
Georgia,1980,Female,Shotgun,Yes,2
Georgia,1980,Female,Suffocation,Yes,1
Georgia,1980,Female,Unknown,Yes,1
Georgia,1980,Male,Blunt Object,Yes,33
Georgia,1980,Male,Fire,Yes,1
Georgia,1980,Male,Firearm,Yes,1
Georgia,1980,Male,Gun,Yes,2
Georgia,1980,Male,Handgun,Yes,168
Georgia,1980,Male,Knife,Yes,35
Georgia,1980,Male,Rifle,Yes,24
Georgia,1980,Male,Shotgun,Yes,36
Georgia,1980,Male,Strangulation,Yes,2
Georgia,1980,Male,Suffocation,Yes,1
Georgia,1980,Unknown,Blunt Object,No,13
Georgia,1980,Unknown,Handgun,No,52
Georgia,1980,Unknown,Knife,No,14
Georgia,1980,Unknown,Poison,No,1
Georgia,1980,Unknown,Rifle,No,1
Georgia,1980,Unknown,Shotgun,No,4
Georgia,1980,Unknown,Strangulation,No,11
Georgia,1980,Unknown,Suffocation,No,1
Georgia,1980,Unknown,Unknown,No,4
Georgia,1981,Female,Blunt Object,Yes,1
Georgia,1981,Female,Firearm,Yes,9
Georgia,1981,Female,Handgun,Yes,26
Georgia,1981,Female,Knife,Yes,27
Georgia,1981,Female,Rifle,Yes,2
Georgia,1981,Female,Shotgun,Yes,3
Georgia,1981,Male,Blunt Object,Yes,29
Georgia,1981,Male,Drowning,Yes,1
Georgia,1981,Male,Fire,Yes,2
Georgia,1981,Male,Firearm,Yes,39
Georgia,1981,Male,Handgun,Yes,134
Georgia,1981,Male,Knife,Yes,34
Georgia,1981,Male,Rifle,Yes,20
Georgia,1981,Male,Shotgun,Yes,28
Georgia,1981,Male,Strangulation,Yes,4
Georgia,1981,Male,Suffocation,Yes,1
Georgia,1981,Male,Unknown,Yes,11
Georgia,1981,Unknown,Blunt Object,No,10
Georgia,1981,Unknown,Firearm,No,14
Georgia,1981,Unknown,Handgun,No,42
Georgia,1981,Unknown,Knife,No,14
Georgia,1981,Unknown,Rifle,No,3
Georgia,1981,Unknown,Shotgun,No,6
Georgia,1981,Unknown,Strangulation,No,7
Georgia,1981,Unknown,Suffocation,No,5
Georgia,1981,Unknown,Unknown,No,19
Georgia,1982,Female,Blunt Object,Yes,6
Georgia,1982,Female,Drowning,Yes,1
Georgia,1982,Female,Firearm,Yes,6
Georgia,1982,Female,Handgun,Yes,40
Georgia,1982,Female,Knife,Yes,26
Georgia,1982,Female,Rifle,Yes,3
Georgia,1982,Female,Shotgun,Yes,3
Georgia,1982,Female,Unknown,Yes,2
Georgia,1982,Male,Blunt Object,Yes,29
Georgia,1982,Male,Drowning,Yes,1
Georgia,1982,Male,Firearm,Yes,37
Georgia,1982,Male,Handgun,Yes,184
Georgia,1982,Male,Knife,Yes,61
Georgia,1982,Male,Rifle,Yes,23
Georgia,1982,Male,Shotgun,Yes,26
Georgia,1982,Male,Strangulation,Yes,3
Georgia,1982,Male,Suffocation,Yes,1
Georgia,1982,Male,Unknown,Yes,6
Georgia,1982,Unknown,Blunt Object,No,10
Georgia,1982,Unknown,Drowning,No,1
Georgia,1982,Unknown,Firearm,No,8
Georgia,1982,Unknown,Handgun,No,52
Georgia,1982,Unknown,Knife,No,20
Georgia,1982,Unknown,Rifle,No,1
Georgia,1982,Unknown,Shotgun,No,4
Georgia,1982,Unknown,Strangulation,No,4
Georgia,1982,Unknown,Suffocation,No,1
Georgia,1982,Unknown,Unknown,No,15
Georgia,1983,Female,Blunt Object,Yes,4
Georgia,1983,Female,Fire,Yes,1
Georgia,1983,Female,Firearm,Yes,1
Georgia,1983,Female,Handgun,Yes,26
Georgia,1983,Female,Knife,Yes,31
Georgia,1983,Female,Rifle,Yes,3
Georgia,1983,Female,Strangulation,Yes,2
Georgia,1983,Female,Unknown,Yes,1
Georgia,1983,Male,Blunt Object,Yes,31
Georgia,1983,Male,Drowning,Yes,2
Georgia,1983,Male,Firearm,Yes,19
Georgia,1983,Male,Handgun,Yes,145
Georgia,1983,Male,Knife,Yes,46
Georgia,1983,Male,Rifle,Yes,9
Georgia,1983,Male,Shotgun,Yes,31
Georgia,1983,Male,Strangulation,Yes,3
Georgia,1983,Male,Suffocation,Yes,1
Georgia,1983,Male,Unknown,Yes,5
Georgia,1983,Unknown,Blunt Object,No,5
Georgia,1983,Unknown,Firearm,No,3
Georgia,1983,Unknown,Handgun,No,20
Georgia,1983,Unknown,Knife,No,10
Georgia,1983,Unknown,Rifle,No,2
Georgia,1983,Unknown,Shotgun,No,3
Georgia,1983,Unknown,Strangulation,No,7
Georgia,1983,Unknown,Suffocation,No,2
Georgia,1983,Unknown,Unknown,No,11
Georgia,1984,Female,Blunt Object,Yes,2
Georgia,1984,Female,Firearm,Yes,9
Georgia,1984,Female,Handgun,Yes,36
Georgia,1984,Female,Knife,Yes,18
Georgia,1984,Female,Rifle,Yes,1
Georgia,1984,Female,Shotgun,Yes,4
Georgia,1984,Female,Strangulation,Yes,1
Georgia,1984,Female,Unknown,Yes,2
Georgia,1984,Male,Blunt Object,Yes,30
Georgia,1984,Male,Drowning,Yes,1
Georgia,1984,Male,Fire,Yes,1
Georgia,1984,Male,Firearm,Yes,49
Georgia,1984,Male,Handgun,Yes,156
Georgia,1984,Male,Knife,Yes,57
Georgia,1984,Male,Rifle,Yes,14
Georgia,1984,Male,Shotgun,Yes,23
Georgia,1984,Male,Strangulation,Yes,2
Georgia,1984,Male,Suffocation,Yes,2
Georgia,1984,Male,Unknown,Yes,13
Georgia,1984,Unknown,Blunt Object,No,8
Georgia,1984,Unknown,Fire,No,1
Georgia,1984,Unknown,Firearm,No,10
Georgia,1984,Unknown,Handgun,No,37
Georgia,1984,Unknown,Knife,No,12
Georgia,1984,Unknown,Rifle,No,1
Georgia,1984,Unknown,Shotgun,No,3
Georgia,1984,Unknown,Strangulation,No,5
Georgia,1984,Unknown,Suffocation,No,1
Georgia,1984,Unknown,Unknown,No,12
Georgia,1985,Female,Blunt Object,Yes,3
Georgia,1985,Female,Drowning,Yes,1
Georgia,1985,Female,Fire,Yes,1
Georgia,1985,Female,Firearm,Yes,8
Georgia,1985,Female,Handgun,Yes,34
Georgia,1985,Female,Knife,Yes,36
Georgia,1985,Female,Rifle,Yes,1
Georgia,1985,Female,Shotgun,Yes,5
Georgia,1985,Female,Unknown,Yes,4
Georgia,1985,Male,Blunt Object,Yes,31
Georgia,1985,Male,Fire,Yes,1
Georgia,1985,Male,Firearm,Yes,34
Georgia,1985,Male,Handgun,Yes,160
Georgia,1985,Male,Knife,Yes,54
Georgia,1985,Male,Rifle,Yes,6
Georgia,1985,Male,Shotgun,Yes,27
Georgia,1985,Male,Strangulation,Yes,6
Georgia,1985,Male,Suffocation,Yes,1
Georgia,1985,Male,Unknown,Yes,12
Georgia,1985,Unknown,Blunt Object,No,21
Georgia,1985,Unknown,Fire,No,1
Georgia,1985,Unknown,Firearm,No,15
Georgia,1985,Unknown,Handgun,No,43
Georgia,1985,Unknown,Knife,No,21
Georgia,1985,Unknown,Rifle,No,2
Georgia,1985,Unknown,Shotgun,No,4
Georgia,1985,Unknown,Strangulation,No,5
Georgia,1985,Unknown,Suffocation,No,1
Georgia,1985,Unknown,Unknown,No,19
Georgia,1986,Female,Blunt Object,Yes,6
Georgia,1986,Female,Firearm,Yes,9
Georgia,1986,Female,Handgun,Yes,56
Georgia,1986,Female,Knife,Yes,24
Georgia,1986,Female,Rifle,Yes,3
Georgia,1986,Female,Shotgun,Yes,4
Georgia,1986,Female,Unknown,Yes,3
Georgia,1986,Male,Blunt Object,Yes,38
Georgia,1986,Male,Fire,Yes,3
Georgia,1986,Male,Firearm,Yes,45
Georgia,1986,Male,Gun,Yes,1
Georgia,1986,Male,Handgun,Yes,188
Georgia,1986,Male,Knife,Yes,62
Georgia,1986,Male,Rifle,Yes,18
Georgia,1986,Male,Shotgun,Yes,31
Georgia,1986,Male,Suffocation,Yes,3
Georgia,1986,Male,Unknown,Yes,11
Georgia,1986,Unknown,Blunt Object,No,18
Georgia,1986,Unknown,Fire,No,3
Georgia,1986,Unknown,Firearm,No,12
Georgia,1986,Unknown,Handgun,No,53
Georgia,1986,Unknown,Knife,No,25
Georgia,1986,Unknown,Poison,No,1
Georgia,1986,Unknown,Shotgun,No,1
Georgia,1986,Unknown,Strangulation,No,13
Georgia,1986,Unknown,Suffocation,No,1
Georgia,1986,Unknown,Unknown,No,20
Georgia,1987,Female,Blunt Object,Yes,4
Georgia,1987,Female,Drowning,Yes,1
Georgia,1987,Female,Fire,Yes,1
Georgia,1987,Female,Firearm,Yes,6
Georgia,1987,Female,Handgun,Yes,39
Georgia,1987,Female,Knife,Yes,25
Georgia,1987,Female,Shotgun,Yes,2
Georgia,1987,Female,Unknown,Yes,2
Georgia,1987,Male,Blunt Object,Yes,34
Georgia,1987,Male,Fire,Yes,1
Georgia,1987,Male,Firearm,Yes,44
Georgia,1987,Male,Handgun,Yes,183
Georgia,1987,Male,Knife,Yes,66
Georgia,1987,Male,Rifle,Yes,23
Georgia,1987,Male,Shotgun,Yes,23
Georgia,1987,Male,Strangulation,Yes,3
Georgia,1987,Male,Suffocation,Yes,1
Georgia,1987,Male,Unknown,Yes,8
Georgia,1987,Unknown,Blunt Object,No,13
Georgia,1987,Unknown,Drowning,No,1
Georgia,1987,Unknown,Firearm,No,15
Georgia,1987,Unknown,Handgun,No,50
Georgia,1987,Unknown,Knife,No,24
Georgia,1987,Unknown,Rifle,No,1
Georgia,1987,Unknown,Shotgun,No,7
Georgia,1987,Unknown,Strangulation,No,5
Georgia,1987,Unknown,Unknown,No,11
Georgia,1988,Female,Blunt Object,Yes,4
Georgia,1988,Female,Fire,Yes,1
Georgia,1988,Female,Firearm,Yes,6
Georgia,1988,Female,Handgun,Yes,33
Georgia,1988,Female,Knife,Yes,32
Georgia,1988,Female,Rifle,Yes,2
Georgia,1988,Female,Shotgun,Yes,5
Georgia,1988,Female,Unknown,Yes,3
Georgia,1988,Male,Blunt Object,Yes,45
Georgia,1988,Male,Drowning,Yes,1
Georgia,1988,Male,Explosives,Yes,1
Georgia,1988,Male,Fire,Yes,2
Georgia,1988,Male,Firearm,Yes,35
Georgia,1988,Male,Handgun,Yes,240
Georgia,1988,Male,Knife,Yes,89
Georgia,1988,Male,Rifle,Yes,18
Georgia,1988,Male,Shotgun,Yes,32
